=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.05.12 18:12:55 =~=~=~=~=~=~=~=~=~=~=~=
0:0:1:791;-0.3647;-9.9763;-0.3029;4.3784;2.2182;-5.4712;2;
0:0:1:801;-0.4030;-9.9442;-0.3219;4.2877;-1.2842;-5.5625;2;
0:0:1:811;0.1147;-9.9236;-0.3188;4.1848;-3.7501;-5.7129;2;
0:0:1:821;0.7521;-9.8609;-0.3365;4.2123;-3.9819;-5.9364;2;
0:0:1:831;1.1189;-9.7809;-0.3885;4.2499;-2.5582;-6.0236;2;
0:0:1:841;1.1697;-9.7520;-0.4272;4.1941;-0.8809;-5.7761;2;
0:0:1:851;1.0856;-9.7745;-0.4118;4.1024;0.1941;-5.2645;2;
0:0:1:861;0.9976;-9.8133;-0.3438;4.0721;0.7273;-4.7416;2;
0:0:1:871;0.9165;-9.8499;-0.2495;4.1594;1.0942;-4.3438;2;
0:0:1:881;0.8256;-9.8650;-0.1825;4.3061;1.4485;-4.0488;2;
0:0:1:891;0.7149;-9.8613;-0.1914;4.3237;1.6064;-3.8258;2;
0:0:1:901;0.6090;-9.8588;-0.2437;4.1355;1.2861;-3.6637;2;
0:0:1:911;0.5827;-9.8548;-0.2823;3.8968;0.5610;-3.5619;2;
0:0:1:921;0.6799;-9.8607;-0.2973;3.7477;0.1105;-3.5364;2;
0:0:1:931;0.8441;-9.8932;-0.2700;3.7126;0.6663;-3.5735;2;
0:0:1:941;0.9527;-9.9322;-0.2055;3.8019;2.1517;-3.6361;2;
0:0:1:951;0.9111;-9.9611;-0.1816;3.9698;3.6834;-3.6912;2;
0:0:1:961;0.7316;-9.9827;-0.2076;4.1758;4.3333;-3.6807;2;
0:0:1:971;0.5691;-9.9888;-0.2043;4.4276;3.8661;-3.4954;2;
0:0:1:981;0.5989;-9.9555;-0.1769;4.5857;2.9257;-3.0922;2;
0:0:1:991;0.8097;-9.8949;-0.1752;4.5297;2.5247;-2.7384;2;
0:0:2:1;1.0180;-9.8544;-0.1871;4.3682;3.2608;-2.8338;2;
0:0:2:11;1.0523;-9.8300;-0.2032;4.2112;4.8188;-3.3312;2;
0:0:2:21;0.8634;-9.7902;-0.2249;4.1585;6.0980;-3.7402;2;
0:0:2:31;0.5553;-9.7606;-0.2393;4.3852;6.0582;-3.7132;2;
0:0:2:41;0.3303;-9.7771;-0.2589;4.9116;4.5816;-3.3289;2;
0:0:2:51;0.3351;-9.8153;-0.3027;5.4658;2.4988;-2.8798;2;
0:0:2:61;0.5355;-9.8423;-0.3436;5.6967;1.0824;-2.6398;2;
0:0:2:71;0.7490;-9.8713;-0.3270;5.5687;1.2437;-2.8179;2;
0:0:2:81;0.8179;-9.9045;-0.2339;5.3910;2.7707;-3.4781;2;
0:0:2:91;0.7112;-9.9134;-0.0964;5.3525;4.6491;-4.4609;2;
0:0:2:101;0.5043;-9.9003;0.0440;5.3904;5.8429;-5.3991;2;
0:0:2:111;0.3238;-9.9071;0.1357;5.4667;5.5158;-5.9317;2;
0:0:2:121;0.2709;-9.9492;0.1249;5.5783;3.4640;-6.0732;2;
0:0:2:131;0.3943;-9.9967;0.0235;5.6653;0.8031;-6.1816;2;
0:0:2:141;0.6897;-10.0257;-0.1001;5.6773;-0.4228;-6.5318;2;
0:0:2:151;1.0484;-10.0408;-0.1760;5.6207;1.1340;-7.1144;2;
0:0:2:161;1.2744;-10.0727;-0.1455;5.4796;4.9541;-7.7934;2;
0:0:2:171;1.2145;-10.1211;-0.0029;5.2121;9.0463;-8.5038;2;
0:0:2:181;0.8427;-10.1213;0.1751;4.9410;11.1166;-9.2454;2;
0:0:2:191;0.2837;-10.0504;0.2746;4.7752;9.8484;-10.1039;2;
0:0:2:201;-0.2349;-9.9869;0.2341;4.4252;5.9719;-11.3811;2;
0:0:2:211;-0.5554;-9.9951;0.1384;3.5288;1.8738;-13.3397;2;
0:0:2:221;-0.7389;-10.0275;0.1436;2.3163;-0.8216;-15.8301;2;
0:0:2:231;-0.9968;-10.0078;0.2736;1.5582;-3.3924;-18.4898;2;
0:0:2:241;-1.4043;-9.9375;0.4069;1.5997;-8.5971;-21.2102;2;
0:0:2:251;-1.7157;-9.8884;0.4234;1.8105;-17.0195;-24.0551;2;
0:0:2:261;-1.5955;-9.9417;0.3083;1.5621;-26.2277;-26.6505;2;
0:0:2:271;-0.9729;-10.0819;0.1400;1.1185;-33.5283;-28.2343;2;
0:0:2:281;-0.0443;-10.1492;-0.0093;0.9430;-38.0282;-28.6998;2;
0:0:2:291;0.9567;-10.0212;-0.1093;0.9231;-39.8095;-28.9789;2;
0:0:2:301;1.8777;-9.8124;-0.1138;1.0027;-38.9234;-29.9851;2;
0:0:2:311;2.5496;-9.7889;0.0571;1.9918;-35.8696;-31.5980;2;
0:0:2:321;2.6818;-10.1017;0.5180;5.0309;-32.1186;-32.6724;2;
0:0:2:331;2.0898;-10.5267;1.2511;10.0849;-31.5085;-31.6596;2;
0:0:2:341;1.0596;-10.5612;1.8302;14.8627;-40.0711;-27.7508;2;
0:0:2:351;0.2420;-10.1028;1.7775;16.5817;-59.3591;-22.1254;2;
0:0:2:361;0.1147;-9.7025;1.1654;15.6278;-81.8177;-17.4857;2;
0:0:2:371;0.6947;-9.7890;0.4739;15.3628;-97.5814;-15.4804;2;
0:0:2:381;1.6797;-10.1765;0.0718;17.8795;-102.9892;-15.0924;2;
0:0:2:391;2.6147;-10.4799;0.0197;22.1836;-100.0985;-14.1429;2;
0:0:2:401;3.0410;-10.4856;0.1965;26.3998;-92.8861;-11.5337;2;
0:0:2:411;2.7851;-10.1386;0.4123;29.4401;-86.0680;-7.6236;2;
0:0:2:421;2.1096;-9.5689;0.4698;30.7840;-82.9409;-3.3977;2;
0:0:2:431;1.4733;-9.0950;0.3209;30.6139;-82.9921;0.3518;2;
0:0:2:441;1.1647;-8.9481;0.1224;29.9440;-83.5853;3.5816;2;
0:0:2:451;1.1882;-9.0738;0.0330;29.6837;-83.0607;6.8398;2;
0:0:2:461;1.3860;-9.2918;0.0264;29.8501;-81.2456;10.3234;2;
0:0:2:471;1.5691;-9.4722;-0.0154;29.8888;-78.5016;13.4206;2;
0:0:2:481;1.6387;-9.5499;-0.0971;29.3646;-75.2726;15.4220;2;
0:0:2:491;1.6425;-9.5277;-0.1389;28.2502;-71.9912;16.3649;2;
0:0:2:501;1.6744;-9.4896;-0.1327;26.8316;-68.9747;16.9674;2;
0:0:2:511;1.7750;-9.5439;-0.1058;25.3792;-66.1585;17.8032;2;
0:0:2:521;1.9334;-9.6922;-0.0603;23.9244;-63.0485;18.8593;2;
0:0:2:531;2.1166;-9.7964;-0.0191;22.4035;-59.2254;19.8512;2;
0:0:2:541;2.2928;-9.7378;-0.0099;20.8286;-54.6085;20.5984;2;
0:0:2:551;2.4644;-9.5580;-0.0432;19.2021;-49.0596;21.0499;2;
0:0:2:561;2.6537;-9.4079;-0.0961;17.4911;-42.1032;21.0842;2;
0:0:2:571;2.8276;-9.3858;-0.1059;15.7683;-33.5168;20.5721;2;
0:0:2:581;2.9128;-9.4463;-0.0577;14.1284;-24.1053;19.6481;2;
0:0:2:591;2.9018;-9.4957;-0.0074;12.4765;-15.0425;18.6378;2;
0:0:2:601;2.8397;-9.5048;0.0259;10.7038;-6.6657;17.7598;2;
0:0:2:611;2.7384;-9.4792;0.0694;8.9147;1.0648;16.9427;2;
0:0:2:621;2.5928;-9.4176;0.1115;7.2296;7.7474;15.8640;2;
0:0:2:631;2.4270;-9.3386;0.1286;5.7325;13.1009;14.2445;2;
0:0:2:641;2.2870;-9.3044;0.1262;4.5849;17.3920;12.1753;2;
0:0:2:651;2.2132;-9.3611;0.1221;3.8003;20.8148;10.1654;2;
0:0:2:661;2.1951;-9.4608;0.1495;3.1410;23.2449;8.7233;2;
0:0:2:671;2.1562;-9.5065;0.2168;2.4311;24.6968;7.8853;2;
0:0:2:681;2.0337;-9.4668;0.2730;1.7228;25.1825;7.2919;2;
0:0:2:691;1.8356;-9.4030;0.2728;1.0694;24.2336;6.5284;2;
0:0:2:701;1.6144;-9.4061;0.2340;0.4441;21.4885;5.3175;2;
0:0:2:711;1.4291;-9.5271;0.2242;-0.0180;17.5066;3.7550;2;
0:0:2:721;1.2881;-9.7251;0.2897;0.0098;13.2142;2.4830;2;
0:0:2:731;1.1266;-9.8746;0.4058;0.6219;9.0530;2.3081;2;
0:0:2:741;0.9083;-9.9580;0.5471;1.3015;5.6398;3.3567;2;
0:0:2:751;0.7387;-10.1241;0.7528;1.4266;4.1422;4.6231;2;
0:0:2:761;0.7724;-10.3605;0.9702;0.9518;4.7572;4.7198;2;
0:0:2:771;0.9422;-10.4362;1.0163;0.1367;6.4917;3.2551;2;
0:0:2:781;0.9973;-10.2747;0.8650;-0.7597;8.4925;1.1435;2;
0:0:2:791;0.8801;-10.0692;0.7211;-1.3722;10.1673;-0.3997;2;
0:0:2:801;0.7582;-10.0119;0.7519;-1.4010;10.9924;-0.8914;2;
0:0:2:811;0.7225;-10.0526;0.8896;-1.0563;10.4477;-0.7409;2;
0:0:2:821;0.7249;-10.0185;0.9321;-1.0346;8.0113;-0.5681;2;
0:0:2:831;0.7377;-9.8842;0.8142;-1.6174;4.0066;-0.4964;2;
0:0:2:841;0.8169;-9.7574;0.6747;-2.2083;-0.0501;-0.2231;2;
0:0:2:851;1.0379;-9.6879;0.6516;-2.2120;-2.6206;0.4196;2;
0:0:2:861;1.3939;-9.6320;0.7213;-1.8232;-3.0925;1.2780;2;
0:0:2:871;1.7328;-9.5407;0.7699;-1.5914;-1.6185;2.1059;2;
0:0:2:881;1.8526;-9.3954;0.7642;-1.6429;1.0090;2.7633;2;
0:0:2:891;1.7157;-9.2011;0.7567;-1.6853;3.5049;3.2585;2;
0:0:2:901;1.4954;-9.0078;0.7647;-1.5592;4.9205;3.6205;2;
0:0:2:911;1.3704;-8.8938;0.7569;-1.3932;5.4283;3.7840;2;
0:0:2:921;1.3325;-8.9241;0.7172;-1.3124;5.9629;3.6587;2;
0:0:2:931;1.2335;-9.1413;0.6532;-1.4203;6.9808;3.2220;2;
0:0:2:941;0.9725;-9.5329;0.5696;-1.8324;7.9310;2.4965;2;
0:0:2:951;0.5891;-10.0285;0.4713;-2.4262;7.9644;1.5072;2;
0:0:2:961;0.2021;-10.5231;0.3998;-2.8660;6.6098;0.4099;2;
0:0:2:971;-0.1018;-10.8600;0.4212;-2.9197;3.8848;-0.4006;2;
0:0:2:981;-0.2972;-10.9320;0.5330;-2.7008;0.3716;-0.6042;2;
0:0:2:991;-0.3653;-10.8107;0.6618;-2.4983;-3.2996;-0.2806;2;
0:0:3:1;-0.2731;-10.6349;0.7662;-2.3505;-7.3031;0.2352;2;
0:0:3:11;-0.0200;-10.4356;0.8289;-2.2103;-11.9712;0.5655;2;
0:0:3:21;0.3551;-10.2032;0.8160;-2.2767;-16.4838;0.4214;2;
0:0:3:31;0.8446;-10.0311;0.7352;-2.6411;-19.0358;-0.1676;2;
0:0:3:41;1.4387;-9.9927;0.6687;-3.0141;-18.1386;-0.7878;2;
